,Name,Total Value,Return
7595,NN; E=7.50e-01; K=3.00e+00,"$100,000.00",+0.000%
7596,LRA; E=7.50e-01; K=3.00e-01,"$100,002.38",+0.002%
7597,NN; E=7.50e-01; K=3.00e-01,"$100,000.00",+0.000%
7598,LRA; E=7.50e-01; K=3.00e-02,"$101,088.41",+1.088%
7599,NN; E=7.50e-01; K=3.00e-02,"$100,000.00",+0.000%
7600,LRA; E=7.50e-01; K=3.00e-03,"$100,000.00",+0.000%
7601,NN; E=7.50e-01; K=3.00e-03,"$100,000.00",+0.000%
7602,LRA; E=7.50e-01; K=4.00e+03,"$272,218.65",+172.219%
7603,NN; E=7.50e-01; K=4.00e+03,"$100,000.00",+0.000%
7604,LRA; E=7.50e-01; K=4.00e+02,"$272,218.65",+172.219%
7605,NN; E=7.50e-01; K=4.00e+02,"$100,000.00",+0.000%
7606,LRA; E=7.50e-01; K=4.00e+01,"$204,290.75",+104.291%
7607,NN; E=7.50e-01; K=4.00e+01,"$100,000.00",+0.000%
7608,LRA; E=7.50e-01; K=4.00e+00,"$107,619.42",+7.619%
7609,NN; E=7.50e-01; K=4.00e+00,"$100,000.00",+0.000%
7610,LRA; E=7.50e-01; K=4.00e-01,"$102,260.28",+2.260%
7611,NN; E=7.50e-01; K=4.00e-01,"$100,000.00",+0.000%
7612,LRA; E=7.50e-01; K=4.00e-02,"$100,000.00",+0.000%
7613,NN; E=7.50e-01; K=4.00e-02,"$100,000.00",+0.000%
7614,LRA; E=7.50e-01; K=4.00e-03,"$100,000.00",+0.000%
7615,NN; E=7.50e-01; K=4.00e-03,"$100,000.00",+0.000%
7616,LRA; E=7.50e-01; K=5.00e+03,"$272,218.65",+172.219%
7617,NN; E=7.50e-01; K=5.00e+03,"$100,000.00",+0.000%
7618,LRA; E=7.50e-01; K=5.00e+02,"$272,218.65",+172.219%
7619,NN; E=7.50e-01; K=5.00e+02,"$100,000.00",+0.000%
7620,LRA; E=7.50e-01; K=5.00e+01,"$233,477.68",+133.478%
7621,NN; E=7.50e-01; K=5.00e+01,"$100,000.00",+0.000%
7622,LRA; E=7.50e-01; K=5.00e+00,"$114,165.27",+14.165%
7623,NN; E=7.50e-01; K=5.00e+00,"$100,000.00",+0.000%
7624,LRA; E=7.50e-01; K=5.00e-01,"$104,356.61",+4.357%
7625,NN; E=7.50e-01; K=5.00e-01,"$100,000.00",+0.000%
7626,LRA; E=7.50e-01; K=5.00e-02,"$101,088.41",+1.088%
7627,NN; E=7.50e-01; K=5.00e-02,"$100,000.00",+0.000%
7628,LRA; E=7.50e-01; K=5.00e-03,"$100,000.00",+0.000%
7629,NN; E=7.50e-01; K=5.00e-03,"$100,000.00",+0.000%
7630,LRA; E=7.50e-01; K=6.00e+03,"$272,218.65",+172.219%
7631,NN; E=7.50e-01; K=6.00e+03,"$100,000.00",+0.000%
7632,LRA; E=7.50e-01; K=6.00e+02,"$272,218.65",+172.219%
7633,NN; E=7.50e-01; K=6.00e+02,"$100,000.00",+0.000%
7634,LRA; E=7.50e-01; K=6.00e+01,"$272,761.55",+172.762%
7635,NN; E=7.50e-01; K=6.00e+01,"$100,000.00",+0.000%
7636,LRA; E=7.50e-01; K=6.00e+00,"$108,712.52",+8.713%
7637,NN; E=7.50e-01; K=6.00e+00,"$100,000.00",+0.000%
7638,LRA; E=7.50e-01; K=6.00e-01,"$105,443.43",+5.443%
7639,NN; E=7.50e-01; K=6.00e-01,"$100,000.00",+0.000%
7640,LRA; E=7.50e-01; K=6.00e-02,"$101,088.41",+1.088%
7641,NN; E=7.50e-01; K=6.00e-02,"$100,000.00",+0.000%
7642,LRA; E=7.50e-01; K=6.00e-03,"$100,000.00",+0.000%
7643,NN; E=7.50e-01; K=6.00e-03,"$100,000.00",+0.000%
7644,LRA; E=7.50e-01; K=7.00e+03,"$272,218.65",+172.219%
7645,NN; E=7.50e-01; K=7.00e+03,"$100,000.00",+0.000%
7646,LRA; E=7.50e-01; K=7.00e+02,"$272,218.65",+172.219%
7647,NN; E=7.50e-01; K=7.00e+02,"$100,000.00",+0.000%
7648,LRA; E=7.50e-01; K=7.00e+01,"$303,471.64",+203.472%
7649,NN; E=7.50e-01; K=7.00e+01,"$100,000.00",+0.000%
7650,LRA; E=7.50e-01; K=7.00e+00,"$111,985.47",+11.985%
7651,NN; E=7.50e-01; K=7.00e+00,"$100,000.00",+0.000%
7652,LRA; E=7.50e-01; K=7.00e-01,"$103,267.20",+3.267%
7653,NN; E=7.50e-01; K=7.00e-01,"$100,000.00",+0.000%
7654,LRA; E=7.50e-01; K=7.00e-02,"$100,000.00",+0.000%
7655,NN; E=7.50e-01; K=7.00e-02,"$100,000.00",+0.000%
7656,LRA; E=7.50e-01; K=7.00e-03,"$100,000.00",+0.000%
7657,NN; E=7.50e-01; K=7.00e-03,"$100,000.00",+0.000%
7658,LRA; E=7.50e-01; K=8.00e+03,"$272,218.65",+172.219%
7659,NN; E=7.50e-01; K=8.00e+03,"$100,000.00",+0.000%
7660,LRA; E=7.50e-01; K=8.00e+02,"$272,218.65",+172.219%
7661,NN; E=7.50e-01; K=8.00e+02,"$100,000.00",+0.000%
7662,LRA; E=7.50e-01; K=8.00e+01,"$339,926.46",+239.926%
7663,NN; E=7.50e-01; K=8.00e+01,"$100,000.00",+0.000%
7664,LRA; E=7.50e-01; K=8.00e+00,"$109,805.33",+9.805%
7665,NN; E=7.50e-01; K=8.00e+00,"$100,000.00",+0.000%
7666,LRA; E=7.50e-01; K=8.00e-01,"$102,235.24",+2.235%
7667,NN; E=7.50e-01; K=8.00e-01,"$100,000.00",+0.000%
7668,LRA; E=7.50e-01; K=8.00e-02,"$100,001.70",+0.002%
7669,NN; E=7.50e-01; K=8.00e-02,"$100,000.00",+0.000%
7670,LRA; E=7.50e-01; K=8.00e-03,"$100,000.00",+0.000%
7671,NN; E=7.50e-01; K=8.00e-03,"$100,000.00",+0.000%
7672,LRA; E=7.50e-01; K=9.00e+03,"$272,218.65",+172.219%
7673,NN; E=7.50e-01; K=9.00e+03,"$100,000.00",+0.000%
7674,LRA; E=7.50e-01; K=9.00e+02,"$272,218.65",+172.219%
7675,NN; E=7.50e-01; K=9.00e+02,"$100,000.00",+0.000%
7676,LRA; E=7.50e-01; K=9.00e+01,"$364,589.40",+264.589%
7677,NN; E=7.50e-01; K=9.00e+01,"$100,000.00",+0.000%
7678,LRA; E=7.50e-01; K=9.00e+00,"$113,072.70",+13.073%
7679,NN; E=7.50e-01; K=9.00e+00,"$100,000.00",+0.000%
7680,LRA; E=7.50e-01; K=9.00e-01,"$101,089.91",+1.090%
7681,NN; E=7.50e-01; K=9.00e-01,"$100,000.00",+0.000%
7682,LRA; E=7.50e-01; K=9.00e-02,"$101,088.41",+1.088%
7683,NN; E=7.50e-01; K=9.00e-02,"$100,000.00",+0.000%
7684,LRA; E=7.50e-01; K=9.00e-03,"$100,000.00",+0.000%
7685,NN; E=7.50e-01; K=9.00e-03,"$100,000.00",+0.000%
7686,LRA; E=7.50e-02; K=1.00e+03,"$272,218.65",+172.219%
7687,NN; E=7.50e-02; K=1.00e+03,"$103,551.52",+3.552%
7688,LRA; E=7.50e-02; K=1.00e+02,"$272,218.65",+172.219%
7689,NN; E=7.50e-02; K=1.00e+02,"$103,551.52",+3.552%
7690,LRA; E=7.50e-02; K=1.00e+01,"$293,496.12",+193.496%
7691,NN; E=7.50e-02; K=1.00e+01,"$103,551.52",+3.552%
7692,LRA; E=7.50e-02; K=1.00e+00,"$126,580.49",+26.580%
7693,NN; E=7.50e-02; K=1.00e+00,"$101,088.52",+1.089%
7694,LRA; E=7.50e-02; K=1.00e-01,"$107,072.50",+7.072%
7695,NN; E=7.50e-02; K=1.00e-01,"$113,008.51",+13.009%
7696,LRA; E=7.50e-02; K=1.00e-02,"$108,838.66",+8.839%
7697,NN; E=7.50e-02; K=1.00e-02,"$107,659.12",+7.659%
7698,LRA; E=7.50e-02; K=1.00e-03,"$104,615.58",+4.616%
7699,NN; E=7.50e-02; K=1.00e-03,"$107,659.12",+7.659%
7700,LRA; E=7.50e-02; K=2.00e+03,"$272,218.65",+172.219%
7701,NN; E=7.50e-02; K=2.00e+03,"$103,551.52",+3.552%
7702,LRA; E=7.50e-02; K=2.00e+02,"$272,218.65",+172.219%
7703,NN; E=7.50e-02; K=2.00e+02,"$103,551.52",+3.552%
7704,LRA; E=7.50e-02; K=2.00e+01,"$287,237.60",+187.238%
7705,NN; E=7.50e-02; K=2.00e+01,"$103,551.52",+3.552%
7706,LRA; E=7.50e-02; K=2.00e+00,"$146,080.58",+46.081%
7707,NN; E=7.50e-02; K=2.00e+00,"$100,908.51",+0.909%
7708,LRA; E=7.50e-02; K=2.00e-01,"$108,481.79",+8.482%
7709,NN; E=7.50e-02; K=2.00e-01,"$103,567.59",+3.568%
7710,LRA; E=7.50e-02; K=2.00e-02,"$106,950.53",+6.951%
7711,NN; E=7.50e-02; K=2.00e-02,"$107,659.12",+7.659%
7712,LRA; E=7.50e-02; K=2.00e-03,"$113,025.31",+13.025%
7713,NN; E=7.50e-02; K=2.00e-03,"$107,659.12",+7.659%
7714,LRA; E=7.50e-02; K=3.00e+03,"$272,218.65",+172.219%
7715,NN; E=7.50e-02; K=3.00e+03,"$103,551.52",+3.552%
7716,LRA; E=7.50e-02; K=3.00e+02,"$272,218.65",+172.219%
7717,NN; E=7.50e-02; K=3.00e+02,"$103,551.52",+3.552%
7718,LRA; E=7.50e-02; K=3.00e+01,"$274,700.33",+174.700%
7719,NN; E=7.50e-02; K=3.00e+01,"$103,551.52",+3.552%
7720,LRA; E=7.50e-02; K=3.00e+00,"$196,069.61",+96.070%
7721,NN; E=7.50e-02; K=3.00e+00,"$103,551.52",+3.552%
7722,LRA; E=7.50e-02; K=3.00e-01,"$116,508.49",+16.508%
7723,NN; E=7.50e-02; K=3.00e-01,"$106,394.32",+6.394%
7724,LRA; E=7.50e-02; K=3.00e-02,"$110,615.73",+10.616%
7725,NN; E=7.50e-02; K=3.00e-02,"$107,659.12",+7.659%
7726,LRA; E=7.50e-02; K=3.00e-03,"$109,227.07",+9.227%
7727,NN; E=7.50e-02; K=3.00e-03,"$107,659.12",+7.659%
7728,LRA; E=7.50e-02; K=4.00e+03,"$272,218.65",+172.219%
7729,NN; E=7.50e-02; K=4.00e+03,"$103,551.52",+3.552%
7730,LRA; E=7.50e-02; K=4.00e+02,"$272,218.65",+172.219%
7731,NN; E=7.50e-02; K=4.00e+02,"$103,551.52",+3.552%
7732,LRA; E=7.50e-02; K=4.00e+01,"$272,218.65",+172.219%
7733,NN; E=7.50e-02; K=4.00e+01,"$103,551.52",+3.552%
7734,LRA; E=7.50e-02; K=4.00e+00,"$218,449.34",+118.449%
7735,NN; E=7.50e-02; K=4.00e+00,"$103,551.52",+3.552%
7736,LRA; E=7.50e-02; K=4.00e-01,"$120,691.84",+20.692%
7737,NN; E=7.50e-02; K=4.00e-01,"$100,939.09",+0.939%
7738,LRA; E=7.50e-02; K=4.00e-02,"$118,507.49",+18.507%
7739,NN; E=7.50e-02; K=4.00e-02,"$107,659.12",+7.659%
7740,LRA; E=7.50e-02; K=4.00e-03,"$107,371.17",+7.371%
7741,NN; E=7.50e-02; K=4.00e-03,"$107,659.12",+7.659%
7742,LRA; E=7.50e-02; K=5.00e+03,"$272,218.65",+172.219%
7743,NN; E=7.50e-02; K=5.00e+03,"$103,551.52",+3.552%
7744,LRA; E=7.50e-02; K=5.00e+02,"$272,218.65",+172.219%
7745,NN; E=7.50e-02; K=5.00e+02,"$103,551.52",+3.552%
7746,LRA; E=7.50e-02; K=5.00e+01,"$272,218.65",+172.219%
7747,NN; E=7.50e-02; K=5.00e+01,"$103,551.52",+3.552%
7748,LRA; E=7.50e-02; K=5.00e+00,"$248,890.79",+148.891%
7749,NN; E=7.50e-02; K=5.00e+00,"$103,551.52",+3.552%
7750,LRA; E=7.50e-02; K=5.00e-01,"$122,853.66",+22.854%
7751,NN; E=7.50e-02; K=5.00e-01,"$100,000.00",+0.000%
7752,LRA; E=7.50e-02; K=5.00e-02,"$110,547.68",+10.548%
7753,NN; E=7.50e-02; K=5.00e-02,"$107,659.12",+7.659%
7754,LRA; E=7.50e-02; K=5.00e-03,"$105,189.07",+5.189%
7755,NN; E=7.50e-02; K=5.00e-03,"$107,659.12",+7.659%
7756,LRA; E=7.50e-02; K=6.00e+03,"$272,218.65",+172.219%
7757,NN; E=7.50e-02; K=6.00e+03,"$103,551.52",+3.552%
7758,LRA; E=7.50e-02; K=6.00e+02,"$272,218.65",+172.219%
7759,NN; E=7.50e-02; K=6.00e+02,"$103,551.52",+3.552%
7760,LRA; E=7.50e-02; K=6.00e+01,"$272,218.65",+172.219%
7761,NN; E=7.50e-02; K=6.00e+01,"$103,551.52",+3.552%
7762,LRA; E=7.50e-02; K=6.00e+00,"$275,632.34",+175.632%
7763,NN; E=7.50e-02; K=6.00e+00,"$103,551.52",+3.552%
7764,LRA; E=7.50e-02; K=6.00e-01,"$109,927.53",+9.928%
7765,NN; E=7.50e-02; K=6.00e-01,"$100,000.00",+0.000%
7766,LRA; E=7.50e-02; K=6.00e-02,"$101,129.20",+1.129%
7767,NN; E=7.50e-02; K=6.00e-02,"$112,176.82",+12.177%
7768,LRA; E=7.50e-02; K=6.00e-03,"$106,116.43",+6.116%
7769,NN; E=7.50e-02; K=6.00e-03,"$107,659.12",+7.659%
7770,LRA; E=7.50e-02; K=7.00e+03,"$272,218.65",+172.219%
7771,NN; E=7.50e-02; K=7.00e+03,"$103,551.52",+3.552%
7772,LRA; E=7.50e-02; K=7.00e+02,"$272,218.65",+172.219%
7773,NN; E=7.50e-02; K=7.00e+02,"$103,551.52",+3.552%
7774,LRA; E=7.50e-02; K=7.00e+01,"$272,218.65",+172.219%
7775,NN; E=7.50e-02; K=7.00e+01,"$103,551.52",+3.552%
7776,LRA; E=7.50e-02; K=7.00e+00,"$307,252.34",+207.252%
7777,NN; E=7.50e-02; K=7.00e+00,"$103,551.52",+3.552%
7778,LRA; E=7.50e-02; K=7.00e-01,"$134,007.65",+34.008%
7779,NN; E=7.50e-02; K=7.00e-01,"$101,088.52",+1.089%
7780,LRA; E=7.50e-02; K=7.00e-02,"$105,338.88",+5.339%
7781,NN; E=7.50e-02; K=7.00e-02,"$113,008.51",+13.009%
7782,LRA; E=7.50e-02; K=7.00e-03,"$123,629.65",+23.630%
7783,NN; E=7.50e-02; K=7.00e-03,"$107,659.12",+7.659%
7784,LRA; E=7.50e-02; K=8.00e+03,"$272,218.65",+172.219%
7785,NN; E=7.50e-02; K=8.00e+03,"$103,551.52",+3.552%
7786,LRA; E=7.50e-02; K=8.00e+02,"$272,218.65",+172.219%
7787,NN; E=7.50e-02; K=8.00e+02,"$103,551.52",+3.552%
7788,LRA; E=7.50e-02; K=8.00e+01,"$272,218.65",+172.219%
7789,NN; E=7.50e-02; K=8.00e+01,"$103,551.52",+3.552%
7790,LRA; E=7.50e-02; K=8.00e+00,"$333,308.75",+233.309%
7791,NN; E=7.50e-02; K=8.00e+00,"$103,551.52",+3.552%
7792,LRA; E=7.50e-02; K=8.00e-01,"$114,536.11",+14.536%
7793,NN; E=7.50e-02; K=8.00e-01,"$101,088.52",+1.089%
7794,LRA; E=7.50e-02; K=8.00e-02,"$105,632.46",+5.632%
7795,NN; E=7.50e-02; K=8.00e-02,"$113,008.51",+13.009%
7796,LRA; E=7.50e-02; K=8.00e-03,"$109,642.53",+9.643%
7797,NN; E=7.50e-02; K=8.00e-03,"$107,659.12",+7.659%
7798,LRA; E=7.50e-02; K=9.00e+03,"$272,218.65",+172.219%
7799,NN; E=7.50e-02; K=9.00e+03,"$103,551.52",+3.552%
7800,LRA; E=7.50e-02; K=9.00e+02,"$272,218.65",+172.219%
7801,NN; E=7.50e-02; K=9.00e+02,"$103,551.52",+3.552%
7802,LRA; E=7.50e-02; K=9.00e+01,"$272,218.65",+172.219%
7803,NN; E=7.50e-02; K=9.00e+01,"$103,551.52",+3.552%
7804,LRA; E=7.50e-02; K=9.00e+00,"$304,303.87",+204.304%
7805,NN; E=7.50e-02; K=9.00e+00,"$103,551.52",+3.552%
7806,LRA; E=7.50e-02; K=9.00e-01,"$138,044.65",+38.045%
7807,NN; E=7.50e-02; K=9.00e-01,"$101,088.52",+1.089%
7808,LRA; E=7.50e-02; K=9.00e-02,"$100,281.88",+0.282%
7809,NN; E=7.50e-02; K=9.00e-02,"$113,008.51",+13.009%
7810,LRA; E=7.50e-02; K=9.00e-03,"$109,671.47",+9.671%
7811,NN; E=7.50e-02; K=9.00e-03,"$107,659.12",+7.659%
7812,LRA; E=7.50e-03; K=1.00e+03,"$272,218.65",+172.219%
7813,NN; E=7.50e-03; K=1.00e+03,"$245,271.40",+145.271%
7814,LRA; E=7.50e-03; K=1.00e+02,"$272,218.65",+172.219%
7815,NN; E=7.50e-03; K=1.00e+02,"$243,974.23",+143.974%
7816,LRA; E=7.50e-03; K=1.00e+01,"$272,218.65",+172.219%
7817,NN; E=7.50e-03; K=1.00e+01,"$239,493.39",+139.493%
7818,LRA; E=7.50e-03; K=1.00e+00,"$322,902.12",+222.902%
7819,NN; E=7.50e-03; K=1.00e+00,"$151,288.88",+51.289%
7820,LRA; E=7.50e-03; K=1.00e-01,"$203,911.38",+103.911%
7821,NN; E=7.50e-03; K=1.00e-01,"$170,012.66",+70.013%
7822,LRA; E=7.50e-03; K=1.00e-02,"$140,329.16",+40.329%
7823,NN; E=7.50e-03; K=1.00e-02,"$181,769.52",+81.770%
7824,LRA; E=7.50e-03; K=1.00e-03,"$134,549.49",+34.549%
7825,NN; E=7.50e-03; K=1.00e-03,"$178,770.38",+78.770%
7826,LRA; E=7.50e-03; K=2.00e+03,"$272,218.65",+172.219%
7827,NN; E=7.50e-03; K=2.00e+03,"$245,271.40",+145.271%
7828,LRA; E=7.50e-03; K=2.00e+02,"$272,218.65",+172.219%
7829,NN; E=7.50e-03; K=2.00e+02,"$245,132.88",+145.133%
7830,LRA; E=7.50e-03; K=2.00e+01,"$272,218.65",+172.219%
7831,NN; E=7.50e-03; K=2.00e+01,"$242,043.74",+142.044%
7832,LRA; E=7.50e-03; K=2.00e+00,"$314,909.80",+214.910%
7833,NN; E=7.50e-03; K=2.00e+00,"$188,913.66",+88.914%
7834,LRA; E=7.50e-03; K=2.00e-01,"$300,067.43",+200.067%
7835,NN; E=7.50e-03; K=2.00e-01,"$166,388.06",+66.388%
7836,LRA; E=7.50e-03; K=2.00e-02,"$112,074.06",+12.074%
7837,NN; E=7.50e-03; K=2.00e-02,"$167,766.79",+67.767%
7838,LRA; E=7.50e-03; K=2.00e-03,"$160,511.82",+60.512%
7839,NN; E=7.50e-03; K=2.00e-03,"$174,079.35",+74.079%
7840,LRA; E=7.50e-03; K=3.00e+03,"$272,218.65",+172.219%
7841,NN; E=7.50e-03; K=3.00e+03,"$246,432.07",+146.432%
7842,LRA; E=7.50e-03; K=3.00e+02,"$272,218.65",+172.219%
7843,NN; E=7.50e-03; K=3.00e+02,"$245,132.88",+145.133%
7844,LRA; E=7.50e-03; K=3.00e+01,"$272,218.65",+172.219%
7845,NN; E=7.50e-03; K=3.00e+01,"$249,999.20",+149.999%
7846,LRA; E=7.50e-03; K=3.00e+00,"$276,729.49",+176.729%
7847,NN; E=7.50e-03; K=3.00e+00,"$216,304.54",+116.305%
7848,LRA; E=7.50e-03; K=3.00e-01,"$375,504.14",+275.504%
7849,NN; E=7.50e-03; K=3.00e-01,"$173,613.87",+73.614%
7850,LRA; E=7.50e-03; K=3.00e-02,"$153,577.48",+53.577%
7851,NN; E=7.50e-03; K=3.00e-02,"$156,613.28",+56.613%
7852,LRA; E=7.50e-03; K=3.00e-03,"$121,137.01",+21.137%
7853,NN; E=7.50e-03; K=3.00e-03,"$170,689.35",+70.689%
7854,LRA; E=7.50e-03; K=4.00e+03,"$272,218.65",+172.219%
7855,NN; E=7.50e-03; K=4.00e+03,"$246,432.07",+146.432%
7856,LRA; E=7.50e-03; K=4.00e+02,"$272,218.65",+172.219%
7857,NN; E=7.50e-03; K=4.00e+02,"$245,132.88",+145.133%
7858,LRA; E=7.50e-03; K=4.00e+01,"$272,218.65",+172.219%
7859,NN; E=7.50e-03; K=4.00e+01,"$249,918.45",+149.918%
7860,LRA; E=7.50e-03; K=4.00e+00,"$273,538.23",+173.538%
7861,NN; E=7.50e-03; K=4.00e+00,"$222,891.13",+122.891%
7862,LRA; E=7.50e-03; K=4.00e-01,"$377,408.35",+277.408%
7863,NN; E=7.50e-03; K=4.00e-01,"$154,198.34",+54.198%
7864,LRA; E=7.50e-03; K=4.00e-02,"$151,562.07",+51.562%
7865,NN; E=7.50e-03; K=4.00e-02,"$153,901.66",+53.902%
7866,LRA; E=7.50e-03; K=4.00e-03,"$142,030.29",+42.030%
7867,NN; E=7.50e-03; K=4.00e-03,"$173,111.11",+73.111%
7868,LRA; E=7.50e-03; K=5.00e+03,"$272,218.65",+172.219%
7869,NN; E=7.50e-03; K=5.00e+03,"$246,432.07",+146.432%
7870,LRA; E=7.50e-03; K=5.00e+02,"$272,218.65",+172.219%
7871,NN; E=7.50e-03; K=5.00e+02,"$245,132.88",+145.133%
7872,LRA; E=7.50e-03; K=5.00e+01,"$272,218.65",+172.219%
7873,NN; E=7.50e-03; K=5.00e+01,"$248,332.28",+148.332%
7874,LRA; E=7.50e-03; K=5.00e+00,"$278,255.89",+178.256%
7875,NN; E=7.50e-03; K=5.00e+00,"$231,051.46",+131.051%
7876,LRA; E=7.50e-03; K=5.00e-01,"$403,531.24",+303.531%
7877,NN; E=7.50e-03; K=5.00e-01,"$152,459.15",+52.459%
7878,LRA; E=7.50e-03; K=5.00e-02,"$165,655.03",+65.655%
7879,NN; E=7.50e-03; K=5.00e-02,"$158,924.14",+58.924%
7880,LRA; E=7.50e-03; K=5.00e-03,"$145,410.39",+45.410%
7881,NN; E=7.50e-03; K=5.00e-03,"$168,786.51",+68.787%
7882,LRA; E=7.50e-03; K=6.00e+03,"$272,218.65",+172.219%
7883,NN; E=7.50e-03; K=6.00e+03,"$246,432.07",+146.432%
7884,LRA; E=7.50e-03; K=6.00e+02,"$272,218.65",+172.219%
7885,NN; E=7.50e-03; K=6.00e+02,"$245,271.40",+145.271%
7886,LRA; E=7.50e-03; K=6.00e+01,"$272,218.65",+172.219%
7887,NN; E=7.50e-03; K=6.00e+01,"$244,505.35",+144.505%
7888,LRA; E=7.50e-03; K=6.00e+00,"$271,246.44",+171.246%
7889,NN; E=7.50e-03; K=6.00e+00,"$236,602.16",+136.602%
7890,LRA; E=7.50e-03; K=6.00e-01,"$350,866.88",+250.867%
7891,NN; E=7.50e-03; K=6.00e-01,"$159,220.48",+59.220%
7892,LRA; E=7.50e-03; K=6.00e-02,"$149,993.77",+49.994%
7893,NN; E=7.50e-03; K=6.00e-02,"$167,373.71",+67.374%
7894,LRA; E=7.50e-03; K=6.00e-03,"$144,028.89",+44.029%
7895,NN; E=7.50e-03; K=6.00e-03,"$169,606.33",+69.606%
7896,LRA; E=7.50e-03; K=7.00e+03,"$272,218.65",+172.219%
7897,NN; E=7.50e-03; K=7.00e+03,"$246,432.07",+146.432%
7898,LRA; E=7.50e-03; K=7.00e+02,"$272,218.65",+172.219%
7899,NN; E=7.50e-03; K=7.00e+02,"$245,271.40",+145.271%
7900,LRA; E=7.50e-03; K=7.00e+01,"$272,218.65",+172.219%
7901,NN; E=7.50e-03; K=7.00e+01,"$246,055.54",+146.056%
7902,LRA; E=7.50e-03; K=7.00e+00,"$272,218.65",+172.219%
7903,NN; E=7.50e-03; K=7.00e+00,"$233,942.25",+133.942%
7904,LRA; E=7.50e-03; K=7.00e-01,"$356,282.43",+256.282%
7905,NN; E=7.50e-03; K=7.00e-01,"$152,618.06",+52.618%
7906,LRA; E=7.50e-03; K=7.00e-02,"$208,120.48",+108.120%
7907,NN; E=7.50e-03; K=7.00e-02,"$182,925.26",+82.925%
7908,LRA; E=7.50e-03; K=7.00e-03,"$116,522.40",+16.522%
7909,NN; E=7.50e-03; K=7.00e-03,"$173,768.83",+73.769%
7910,LRA; E=7.50e-03; K=8.00e+03,"$272,218.65",+172.219%
7911,NN; E=7.50e-03; K=8.00e+03,"$246,432.07",+146.432%
7912,LRA; E=7.50e-03; K=8.00e+02,"$272,218.65",+172.219%
7913,NN; E=7.50e-03; K=8.00e+02,"$245,271.40",+145.271%
7914,LRA; E=7.50e-03; K=8.00e+01,"$272,218.65",+172.219%
7915,NN; E=7.50e-03; K=8.00e+01,"$242,911.76",+142.912%
7916,LRA; E=7.50e-03; K=8.00e+00,"$271,346.57",+171.347%
7917,NN; E=7.50e-03; K=8.00e+00,"$237,701.41",+137.701%
7918,LRA; E=7.50e-03; K=8.00e-01,"$360,517.13",+260.517%
7919,NN; E=7.50e-03; K=8.00e-01,"$157,369.42",+57.369%
7920,LRA; E=7.50e-03; K=8.00e-02,"$187,370.58",+87.371%
7921,NN; E=7.50e-03; K=8.00e-02,"$174,180.45",+74.180%
7922,LRA; E=7.50e-03; K=8.00e-03,"$133,723.62",+33.724%
7923,NN; E=7.50e-03; K=8.00e-03,"$175,486.36",+75.486%
7924,LRA; E=7.50e-03; K=9.00e+03,"$272,218.65",+172.219%
7925,NN; E=7.50e-03; K=9.00e+03,"$246,432.07",+146.432%
7926,LRA; E=7.50e-03; K=9.00e+02,"$272,218.65",+172.219%
7927,NN; E=7.50e-03; K=9.00e+02,"$245,271.40",+145.271%
7928,LRA; E=7.50e-03; K=9.00e+01,"$272,218.65",+172.219%
7929,NN; E=7.50e-03; K=9.00e+01,"$244,305.62",+144.306%
7930,LRA; E=7.50e-03; K=9.00e+00,"$272,218.65",+172.219%
7931,NN; E=7.50e-03; K=9.00e+00,"$238,287.42",+138.287%
7932,LRA; E=7.50e-03; K=9.00e-01,"$327,069.79",+227.070%
7933,NN; E=7.50e-03; K=9.00e-01,"$152,890.11",+52.890%
7934,LRA; E=7.50e-03; K=9.00e-02,"$195,258.36",+95.258%
7935,NN; E=7.50e-03; K=9.00e-02,"$172,227.92",+72.228%
7936,LRA; E=7.50e-03; K=9.00e-03,"$142,978.87",+42.979%
7937,NN; E=7.50e-03; K=9.00e-03,"$176,220.61",+76.221%
7938,LRA; E=7.50e-04; K=1.00e+03,"$272,218.65",+172.219%
7939,NN; E=7.50e-04; K=1.00e+03,"$290,542.71",+190.543%
7940,LRA; E=7.50e-04; K=1.00e+02,"$272,218.65",+172.219%
7941,NN; E=7.50e-04; K=1.00e+02,"$291,397.66",+191.398%
7942,LRA; E=7.50e-04; K=1.00e+01,"$272,218.65",+172.219%
7943,NN; E=7.50e-04; K=1.00e+01,"$253,944.98",+153.945%
7944,LRA; E=7.50e-04; K=1.00e+00,"$491,846.60",+391.847%
7945,NN; E=7.50e-04; K=1.00e+00,"$150,190.62",+50.191%
7946,LRA; E=7.50e-04; K=1.00e-01,"$263,098.93",+163.099%
7947,NN; E=7.50e-04; K=1.00e-01,"$136,756.21",+36.756%
7948,LRA; E=7.50e-04; K=1.00e-02,"$176,586.05",+76.586%
7949,NN; E=7.50e-04; K=1.00e-02,"$179,551.72",+79.552%
7950,LRA; E=7.50e-04; K=1.00e-03,"$179,949.38",+79.949%
7951,NN; E=7.50e-04; K=1.00e-03,"$182,451.76",+82.452%
7952,LRA; E=7.50e-04; K=2.00e+03,"$272,218.65",+172.219%
7953,NN; E=7.50e-04; K=2.00e+03,"$288,432.24",+188.432%
7954,LRA; E=7.50e-04; K=2.00e+02,"$272,218.65",+172.219%
7955,NN; E=7.50e-04; K=2.00e+02,"$288,478.96",+188.479%
7956,LRA; E=7.50e-04; K=2.00e+01,"$272,218.65",+172.219%
7957,NN; E=7.50e-04; K=2.00e+01,"$264,819.58",+164.820%
